_id,mname,tag,mlength,releaseday,isSequel,type,region,distributor,boxoffice_tot,boxoffice_pm,boxoffice_1std,boxoffice_1stw,boxoffice_1stwk
656012,情遇曼哈顿,爱情 歌舞,103,2017/10/13,0,2D,中国,霍尔果斯五洲电影发行 华夏 万达影业（青岛）,13500000,199000,4950000,10300000,5170000
644632,回到火星,科幻 爱情 冒险,120,2017/10/13,0,2D,美国,中影,9590000,26000,3730000,7630000,3870000
667847,我的爸爸是森林之王,动画 喜剧 冒险,92,2017/10/14,0,2D,法国/比利时,华夏,56100000,6000,7350000,15800000,15800000
668674,你若安好,剧情,94,2017/10/17,0,2D,中国,中影,11400000,,40000,1410000,495000
666112,时间去哪儿了,剧情,111,2017/10/19,0,2D,中国/印度/巴西/俄罗斯/南非,四海电影 上影 华夏,8470000,416000,494000,4020000,2290000
643849,王牌特工2：黄金圈,动作 喜剧 冒险,139,2017/10/20,1,3D IMAX 2D,美国/英国,中影 华夏,474000000,4560000,78200000,265000000,182000000
662547,胡杨的夏天,喜剧 爱情 剧情,90,2017/10/20,0,2D,中国,中影 影联传媒,4670000,68000,1090000,3110000,2000000
595181,蝴蝶公墓,奇幻 爱情 悬疑,97,2017/10/20,0,2D,中国/中国香港,美亚星际 珠江影业 华夏,3340000,48000,1670000,2730000,1010000
657860,全球风暴,灾难 动作 惊悚,109,2017/10/27,0,3D IMAX,美国,中影,434000000,2520000,65000000,226000000,158000000
657793,银翼杀手2049,科幻 惊悚 动作,162,2017/10/27,0,3D IMAX 2D,美国/英国/加拿大,中影 华夏,76900000,410000,16100000,50700000,34200000
662474,常在你左右,惊悚 犯罪 悬疑,90,2017/10/27,0,2D,中国/中国香港,广东昇格传媒 寰宇纵横世纪发行 天津耳东影业...,46800000,5350000,10200000,29800000,14200000
618581,七十七天,剧情 冒险,115,2017/11/3,0,2D,中国,影联传媒 华夏,104000000,392000,2670000,11400000,8600000
644134,雷神3：诸神黄昏,动作 冒险 奇幻,125,2017/11/3,1,3D IMAX,美国,中影 华夏,743000000,7430000,106000000,362000000,249000000
644033,相爱相亲,爱情 剧情,121,2017/11/3,0,2D,中国/中国台湾,猫眼文化 华夏,18200000,473000,2320000,6820000,4430000
669515,密战,动作 战争 革命 悬疑,102,2017/11/3,0,2D,中国,上影发行 四海电影 无限自在,79500000,371000,17300000,49800000,32100000
659759,东方快车谋杀案,剧情 犯罪 悬疑,114,2017/11/10,0,2D,美国,中影 华夏,230000000,651000,32900000,127000000,93500000
594269,烽火芳菲,战争 爱情,97,2017/11/10,0,2D,中国,娱跃影业 银河文化 华夏,29400000,26000,5150000,12900000,7740000
641712,狂兽,动作 犯罪,100,2017/11/10,0,3D 2D,中国/中国香港,巴福斯影业 霍尔果斯博纳 博纳影业...,67700000,473000,17200000,45800000,28100000
640112,天生不对,爱情 喜剧,99,2017/11/10,0,2D,中国,恒业影业（北京）,24300000,281000,4440000,14900000,10200000
642456,兄弟，别闹！,喜剧,90,2017/11/10,0,2D,中国,霍尔果斯五洲电影发行 华夏,12100000,288000,4130000,9080000,4840000
658422,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,动画 冒险,94,2017/11/11,0,2D,日本,中影,25600000,6000,8470000,15400000,15400000
349187,正义联盟,动作 科幻 奇幻 冒险,120,2017/11/17,1,3D IMAX,美国,中影 华夏,690000000,8790000,101000000,345000000,236000000
666423,降魔传,奇幻 喜剧,91,2017/11/17,0,3D 2D,中国/中国香港,五洲电影 大河影业 华夏,91700000,442000,20600000,57300000,36300000
670581,英雄本色,动作 犯罪,96,2017/11/17,0,2D,中国香港,影联传媒,32600000,40000,5660000,20300000,14600000
659053,恐袭波士顿,剧情 犯罪 恐怖,131,2017/11/17,0,2D,美国,华夏,21100000,72000,3380000,13100000,9730000
669160,暴雪将至,剧情 悬疑 犯罪,118,2017/11/17,0,2D,中国,和和影业 联瑞影业 春秋永乐...,27100000,129000,7300000,20000000,12600000
642169,深宫怨灵,惊悚 恐怖,87,2017/11/17,0,2D,中国,小山影视,3690000,14000,1050000,2320000,1260000
640829,不成问题的问题,剧情,133,2017/11/21,0,2D,中国/法国,青年厂 电影频道 好样文化...,7770000,352000,1620000,5790000,1330000
670102,寻梦环游记,动画 冒险 亲情 音乐,105,2017/11/24,0,3D 2D,美国,中影,1210000000,51000,12800000,119000000,106000000
637776,追捕,动作 犯罪,107,2017/11/24,0,IMAX 2D,中国/中国香港,北京寰亚发行 影联传媒 华夏,106000000,460000,29600000,74200000,44100000
643292,引爆者,动作 犯罪,105,2017/11/24,0,2D,中国,星世纪影业 华谊兄弟 森淼丰润...,50200000,104000,11000000,32300000,21200000
669767,嘉年华,剧情 悬疑 青春,107,2017/11/24,0,2D,中国,喀什嘉映 华夏 润智影业,22200000,234000,2100000,12700000,10500000
659563,推理笔记,剧情 悬疑 爱情,95,2017/11/24,0,2D,中国,霍尔果斯乐视影业 乐视（天津）,10200000,904000,3560000,7920000,4330000
662824,一路绽放,剧情 女性,91,2017/11/23,0,2D,中国,省广影业,6800000,,2080000,4840000,1790000
666361,刺杀盖世太保,战争 剧情,99,2017/11/24,0,2D,美国/英国/法国/比利时,中影 华夏,3930000,16000,1250000,2820000,1550000
643330,垫底联盟,喜剧 竞技,98,2017/11/28,0,2D,中国,银河文化 娱跃影业 微影时代...,4300000,39000,2260000,4210000,183000
670585,至暗时刻,剧情 传记,125,2017/12/1,0,2D,美国/英国,中影 华夏,37300000,8000,2720000,14100000,11400000
669804,这就是命,喜剧 犯罪,98,2017/12/1,0,2D,中国,星烁时代 华夏 乐华圆娱...,54400000,190000,8730000,29200000,20300000
668943,烟花,动画 剧情,90,2017/12/1,0,2D,日本,华夏,78600000,399000,25100000,70900000,45400000
631100,相声大电影之我要幸福,喜剧 剧情,92,2017/12/1,0,2D,中国,中影 先锋传奇 东阳影响力,17900000,16000,6050000,14300000,8190000
659798,维京：王者之战,战争 动作,128,2017/12/1,0,2D,俄罗斯,中影,14100000,40000,5120000,11600000,6460000
667708,笔仙咒怨,惊悚 恐怖,96,2017/12/1,0,2D,中国,小山影视,5800000,213000,1030000,2870000,1630000
641093,你在哪,剧情 悬疑 犯罪,100,2017/11/30,0,2D,中国,先锋传奇,2120000,82000,650000,1840000,491000
670417,夺金四贱客,喜剧 犯罪,96,2017/12/1,0,2D,德国,中影,3540000,13000,755000,2320000,1570000
644856,帕丁顿熊2,喜剧 亲情,103,2017/12/8,1,IMAX 2D,英国/法国,中影 华夏,206000000,206000,26200000,105000000,78200000
670000,至爱梵高·星空之谜,剧情 传记 动画,95,2017/12/8,0,2D,英国/波兰,中影,68600000,147000,6890000,28700000,21700000
663013,巨额来电,动作 犯罪 剧情 警匪,123,2017/12/8,0,2D,中国,华夏 寰宇纵横世纪发行 华策影视...,55800000,142000,16200000,37700000,21400000
666290,鲨海,惊悚 灾难,89,2017/12/8,0,2D,美国/英国/多米尼加,华夏,38700000,598000,10900000,27400000,16200000
670105,勇往直前,灾难 传记 剧情,118,2017/12/8,0,2D,美国,中影,9030000,16000,2480000,5730000,3250000
657478,假如王子睡着了,爱情 喜剧,101,2017/12/8,0,2D,中国,中影 霍尔果斯众合千澄影业,5460000,20000,1900000,4200000,2280000
660330,疯狂特警队,喜剧 动作,107,2017/12/8,0,2D,法国,中影,4970000,5000,1200000,2980000,1780000
633481,双面劫匪,动作 犯罪,92,2017/12/8,0,2D,美国,华夏,3250000,12000,1140000,2420000,1270000
668715,老兽,剧情,110,2017/12/11,0,2D,中国,糖果世界 合瑞影业 全国艺术电影发行联盟...,2060000,125000,495000,1750000,208000
618897,金珠玛米,剧情 民族 传记,97,2017/12/12,0,2D,中国,全盛世纪 聚影泰和,1910000,126000,910000,1440000,141000
618517,奇门遁甲,动作 奇幻 武侠,113,2017/12/14,0,3D IMAX,中国/中国香港,乐视影业 猫眼文化 华夏,300000000,13700000,26700000,211000000,116000000
659453,芳华,战争 剧情 爱情,136,2017/12/15,0,IMAX 2D,中国,华谊兄弟电影 华影天下（天津） 华夏,1420000000,25600000,76100000,294000000,217000000
671628,圣诞奇妙公司,喜剧 亲情,99,2017/12/15,0,2D,法国,中影,4930000,161000,826000,3060000,2190000
643285,妖猫传,奇幻 爱情 悬疑 古装,129,2017/12/22,0,IMAX 2D,中国/日本,新丽电影发行 华夏 华策影业（天津）...,530000000,91000,74200000,243000000,169000000
653101,心理罪之城市之光,剧情 动作 犯罪 悬疑,124,2017/12/22,0,2D,中国,猫眼文化,224000000,4970000,54800000,141000000,85600000
643308,机器之血,科幻 动作 悬疑,110,2017/12/22,0,3D IMAX 2D,中国,合一影业 枫海传媒（象山） 淘票票...,305000000,2370000,76100000,198000000,120000000
663359,前任3：再见前任,喜剧 爱情,120,2017/12/29,1,2D,中国,华谊兄弟电影 华谊兄弟电影发行 华影天下（天津）...,1920000000,13600000,64500000,295000000,217000000
653548,二代妖精之今生有幸,奇幻 喜剧 爱情,110,2017/12/29,0,3D 2D,中国,北京文化 合瑞影业 腾讯影业...,292000000,1170000,57800000,169000000,111000000
669715,妖铃铃,喜剧,88,2017/12/29,0,2D,中国/中国香港,联瑞影业 我们亚博思 喀什嘉映...,363000000,620000,90700000,251000000,160000000
641143,解忧杂货店,奇幻 剧情,109,2017/12/29,0,2D,中国/中国香港,五洲电影,225000000,9110000,38300000,144000000,105000000
638980,小猫巴克里,动画 儿童 亲情 奇幻 冒险,86,2017/12/30,0,2D,中国/中国台湾,霍尔果斯鑫岳影视 环球联影 喜鹊电影,12100000,,3500000,6510000,6510000
659753,星球大战：最后的绝地武士,科幻 动作 冒险,152,2018/1/5,1,3D IMAX 2D,美国,中影 华夏,268000000,3670000,61400000,186000000,121000000
589946,无问西东,爱情 战争 剧情,138,2018/1/12,0,2D,中国,中影 影联传媒 企鹅影视,668000000,1190000,35500000,139000000,103000000
671456,勇敢者游戏：决战丛林,动作 奇幻 冒险,119,2018/1/12,1,3D 2D,美国,中影 华夏,480000000,3220000,74400000,258000000,182000000
670533,太空救援,科幻 冒险 剧情,104,2018/1/12,0,3D,俄罗斯,华夏,16800000,68000,5100000,11800000,6690000
668959,卧底巨星,喜剧 动作,98,2018/1/12,0,2D,中国/中国香港,耳东影业（北京）,39200000,882000,21000000,33900000,12300000
666459,大世界,动画 喜剧 犯罪,77,2018/1/12,0,2D,中国,嘉映影业 彩条屋影业 光线影业...,2610000,53000,643000,1690000,1050000
655166,咕噜咕噜美人鱼2,动画 儿童 奇幻,92,2017/12/30,1,2D,中国,新长城动漫 环鹰时代,10700000,5000,3290000,5930000,5920000
388159,迷镇凶案,喜剧 悬疑 犯罪,105,2018/1/12,0,2D,美国/英国,华夏,5660000,3000,1610000,4360000,2750000
663226,英雄本色2018,动作 剧情,110,2018/1/18,0,2D,中国,猫眼文化 华夏,62700000,163000,10100000,50800000,19200000
670328,神秘巨星,剧情 歌舞 喜剧,150,2018/1/19,0,2D,印度,中影 华夏,529000000,599000,43600000,175000000,131000000
671223,奇迹男孩,剧情 儿童 亲情,114,2018/1/19,0,2D,美国,中影,147000000,453000,16100000,54600000,38400000
671441,公牛历险记,动画 喜剧 冒险,106,2018/1/19,0,3D 2D,美国,中影 华夏,143000000,455000,9140000,60300000,50700000
661934,谜巢,动作 冒险,91,2018/1/19,0,3D,中国/澳大利亚,中影 五洲电影 大河影业,49200000,430000,20700000,39500000,18400000
657846,移动迷宫3：死亡解药,动作 科幻 惊悚,142,2018/1/26,1,3D IMAX 2D,美国,中影 华夏,224000000,1690000,52300000,146000000,92000000
671502,24小时：末路重生,动作 科幻,92,2018/1/26,0,2D,中国/美国/南非,中影,9560000,8000,3740000,7570000,3820000
405299,绝命时钟2:22,惊悚 爱情 悬疑,98,2018/1/26,0,2D,美国/澳大利亚,中影,2160000,26000,993000,1690000,699000
631257,麦兵兵之夺宝联“萌”,喜剧 冒险,87,2018/1/27,0,2D,中国,福建恒业 华夏,5290000,,1810000,2690000,2690000
662297,我是医生,剧情,108,2017/6/26,0,2D,中国,上影集团,7930000,6440000,32000,796000,122000
